sampleID,M,Mzero,Mone,Mtwo_ud,basisFile,N1,bSOG,sigmaSOG,M1,M2,oneParticleTime_SOG,assemblyTime_SOG,solveTime_SOG,totalTime_SOG,E_SOG,err_SOG,kept_SOG,solverMethod_SOG,solverResidual_SOG,nnzS_SOG,nnzH_SOG,sparseGB_est_SOG,assemblyMode,rowBlockSize,upperTriangleOnly,exact_E_v11,exact_err_v11,exact_assemblyTime_v11,exact_solveTime_v11,exact_totalInnerTime_v11,Ediff_SOG_minus_v11Exact,absEdiff_SOG_minus_v11Exact
1,310,1,198,111,JH_He_Table51_basis_byM_sample0001_kappa1_inner1_M310.mat,184,1.3,1,80,150,1.3462343,45.1902105,0.0216709,46.5581157,-2.8975060286625,0.00621834837162227,310,projected-full-eig-direct,1.19425666570002e-16,96100,96100,0.004617776,cpu_parfor_sparse,256,1,-2.89750603026714,0.00621834676698274,36.4241454,0.1079642,36.5850514,1.6046395323599e-09,1.6046395323599e-09
