macro,energy_hartree,relative_error,dE,grad_orb,grad_ci,ddm,max_rot,jk_this_macro,micro_this_macro,total_jk,total_micro,macro_step_wall_s,cumulative_macro_wall_s,cumulative_casscf_wall_s,cumulative_peak_rss_mb
42,-2.1734423549157897,0.0008215332777687629,0.0,5.001698453922371e-07,9.809048307360525e-07,2.2204488844746604e-16,0.0,1,1,305,80,109.54861125300522,23618.285969795004,23772.874516169002,13771.37109375
43,-2.1734423549157897,0.0008215332777687629,0.0,5.001698453900828e-07,9.809048307360525e-07,2.2204484045450056e-16,0.0,1,1,305,80,203.62805566600582,23821.91402546101,23976.502571835008,13771.37109375
43,-2.1734423549157897,0.0008215332777687629,0.0,5.001698453900828e-07,9.809048307360525e-07,1.570093515362753e-16,0.0,1,1,306,81,109.39001739998639,23931.304042860997,24085.892589234994,13771.37109375
44,-2.1734423549157897,0.0008215332777687629,0.0,5.001698453933148e-07,9.809048307360525e-07,6.409089220089054e-19,0.0,1,1,306,81,203.34413111000322,24134.648173971,24289.236720344998,13771.37109375
44,-2.1734423549157897,0.0008215332777687629,0.0,5.001698453933148e-07,9.809048307360525e-07,1.1102236320005713e-16,0.0,1,1,307,82,109.65543507599796,24244.303609046998,24398.892155420996,13771.37109375
45,-2.1734423549157897,0.0008215332777687629,0.0,5.001698453909196e-07,9.809048307360525e-07,3.2420505791831205e-19,0.0,1,1,307,82,203.3297637450014,24447.633372792,24602.221919165997,13771.37109375
45,-2.1734423549157897,0.0008215332777687629,0.0,5.001698453909196e-07,9.809048307360525e-07,6.168041283305807e-19,0.0,1,1,308,83,109.72595093700511,24557.359323729004,24711.947870103002,13771.37109375
46,-2.1734423549157897,0.0008215332777687629,0.0,5.001698453914955e-07,9.809048307360525e-07,1.1102422164938847e-16,0.0,1,1,308,83,202.8381245500059,24760.19744827901,24914.785994653008,13771.37109375
46,-2.1734423549157897,0.0008215332777687629,0.0,5.001698453914955e-07,9.809048307360525e-07,1.1102448298499808e-16,0.0,1,1,309,84,109.34946199398837,24869.546910273,25024.135456646996,13771.37109375
47,-2.1734423549157897,0.0008215332777687629,0.0,5.001698453909488e-07,9.809048307360525e-07,1.5700957582272065e-16,0.0,1,1,309,84,203.53702158700617,25073.083931860005,25227.672478234002,13771.37109375
47,-2.1734423549157897,0.0008215332777687629,0.0,5.001698453909488e-07,9.809048307360525e-07,1.1102407248760106e-16,0.0,1,1,310,85,109.55856267499621,25182.642494535,25337.231040909,13771.37109375
48,-2.1734423549157897,0.0008215332777687629,0.0,5.001698453912955e-07,9.809048307360525e-07,1.110227605937391e-16,0.0,1,1,310,85,204.08219394100888,25386.72468847601,25541.313234850008,13771.37109375
48,-2.1734423549157897,0.0008215332777687629,0.0,5.001698453912955e-07,9.809048307360525e-07,1.1102350819316082e-16,0.0,1,1,311,86,109.42488304300059,25496.14957151901,25650.738117893008,13771.37109375
49,-2.1734423549157897,0.0008215332777687629,0.0,5.001698453927376e-07,9.809048307360525e-07,1.1102257035665946e-16,0.0,1,1,311,86,203.07167665899033,25699.221248178,25853.809794552,13771.37109375
