macro,energy_hartree,relative_error,dE,grad_orb,grad_ci,ddm,max_rot,jk_this_macro,micro_this_macro,total_jk,total_micro,macro_step_wall_s,cumulative_macro_wall_s,cumulative_casscf_wall_s,cumulative_peak_rss_mb
12,-14.662940771053975,0.00030129682137925297,-0.0009978616683152808,0.0006200602612586293,0.014132088020420956,6.443740162304948e-05,0.2754173354365681,16,3,231,44,825.9502171740169,54323.57208261901,55481.300275774,2156.53125
12,-14.663429251267885,0.0002679929266149439,-0.0004884802139102362,0.0006200602612586293,0.014132088020420956,0.0003074220052000711,0.25257018358317773,21,4,252,48,3908.2910434810037,58231.86312610001,59389.59131925501,2156.53125
13,-14.663429251267885,0.0002679929266149439,-0.0004884802139102362,0.0005554576758403719,0.006028325149303055,1.2432054348144614e-05,0.25257018358317773,6,1,252,48,629.3325206189766,58861.19564671899,60018.92383987398,2156.53125
13,-14.663429251267885,0.0002679929266149439,-0.0004884802139102362,0.0005554576758403719,0.005006653306228631,2.904597520567141e-05,0.25257018358317773,11,2,252,48,824.8482522170234,59686.04389893601,60843.77209209101,2156.53125
13,-14.663429251267885,0.0002679929266149439,-0.0004884802139102362,0.0005554576758403719,0.005443988860664996,4.989297911840128e-05,0.25257018358317773,16,3,252,48,824.9307993449911,60510.974698281,61668.702891436,2156.53125
13,-14.663648986563137,0.0002530116828702096,-0.00021973529525176616,0.0005554576758403719,0.005443988860664996,0.0004784880150552243,0.3102986255371139,21,4,273,52,4224.650774770998,64735.625473052,65893.353666207,2156.53125
14,-14.663648986563137,0.0002530116828702096,-0.00021973529525176616,0.00046253028983289125,0.01060023036598962,1.559297886110511e-05,0.3102986255371139,6,1,273,52,628.8746199359884,65364.50009298799,66522.22828614298,2156.53125
14,-14.663648986563137,0.0002530116828702096,-0.00021973529525176616,0.00046253028983289125,0.011136755597939477,3.161771995684189e-05,0.3102986255371139,11,2,273,52,826.1138150570041,66190.613908045,67348.34210119999,2156.53125
14,-14.663648986563137,0.0002530116828702096,-0.00021973529525176616,0.00046253028983289125,0.009083320262715707,4.3023350132299894e-05,0.3102986255371139,16,3,273,52,832.863913965004,67023.47782201,68181.206015165,2156.53125
14,-14.66384379264006,0.0002397300782104061,-0.00019480607692301533,0.00046253028983289125,0.009083320262715707,0.0003986501871404464,0.28749859095829794,21,4,294,56,4120.286986697989,71143.76480870799,72301.49300186298,2156.53125
15,-14.66384379264006,0.0002397300782104061,-0.00019480607692301533,0.0003676978581598916,0.008702717323094843,6.174852724983062e-06,0.28749859095829794,6,1,294,56,630.326056601014,71774.090865309,72931.819058464,2156.53125
15,-14.66384379264006,0.0002397300782104061,-0.00019480607692301533,0.0003676978581598916,0.0084139227941355,1.623335495186618e-05,0.28749859095829794,11,2,294,56,827.451556969987,72601.54242227899,73759.27061543398,2156.53125
15,-14.66384379264006,0.0002397300782104061,-0.00019480607692301533,0.0003676978581598916,0.008079787502724646,2.5138230960359245e-05,0.28749859095829794,16,3,294,56,827.2105725230067,73428.752994802,74586.48118795699,2156.53125
